City,Super_Category,Category,Sub_Category,SKU_ID,Image,Brand,SKU Name,SKU Size,MRP,SP,Link,Active,Out of Stock
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",10000150,https://www.bigbasket.com/media/uploads/p/s/10000150_19-fresho-onion.jpg,Fresho,Onion (Loose),5 kg,164.47,125,https://www.bigbasket.com/pd/10000150/fresho-onion-5-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",10000159,https://www.bigbasket.com/media/uploads/p/s/10000159_27-fresho-potato.jpg,Fresho,Potato,1 kg,38.16,29,https://www.bigbasket.com/pd/10000159/fresho-potato-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",10000201,https://www.bigbasket.com/media/uploads/p/s/10000201_15-fresho-tomato-hybrid.jpg,Fresho,Tomato - Hybrid (Loose),500 g,15.13,11.5,https://www.bigbasket.com/pd/10000201/fresho-tomato-hybrid-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",10000204,https://www.bigbasket.com/media/uploads/p/s/10000204_16-fresho-tomato-local.jpg,Fresho,Tomato - Local (Loose),500 g,13.16,10,https://www.bigbasket.com/pd/10000204/fresho-tomato-local-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",1200045,https://www.bigbasket.com/media/uploads/p/s/1200045_1-fresho-potato-onion-tomato-1-kg-each.jpg,Fresho,Potato Onion Tomato 1 kg Each,Combo,101.31,77,https://www.bigbasket.com/pd/1200045/fresho-potato-onion-tomato-1-kg-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",40023472,https://www.bigbasket.com/media/uploads/p/s/40023472_5-fresho-onion-organically-grown.jpg,Fresho,Onion - Organically Grown (Loose),1 kg,34.21,26,https://www.bigbasket.com/pd/40023472/fresho-onion-organically-grown-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",40022638,https://www.bigbasket.com/media/uploads/p/s/40022638_4-fresho-tomato-local-organically-grown.jpg,Fresho,"Tomato - Local, Organically Grown (Loose)",500 g,10.53,8,https://www.bigbasket.com/pd/40022638/fresho-tomato-local-organically-grown-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",10000195,https://www.bigbasket.com/media/uploads/p/s/10000195_15-fresho-sweet-potato.jpg,Fresho,Sweet Potato (Loose),250 g,13.16,10,https://www.bigbasket.com/pd/10000195/fresho-sweet-potato-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",50000557,https://www.bigbasket.com/media/uploads/p/s/50000557_6-fresho-tomato-hybrid-organically-grown.jpg,Fresho,"Tomato - Hybrid, Organically Grown (Loose)",1 kg,23.68,18,https://www.bigbasket.com/pd/50000557/fresho-tomato-hybrid-organically-grown-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Potato, Onion & Tomato",40023476,https://www.bigbasket.com/media/uploads/p/s/40023476_5-fresho-potato-organically-grown.jpg,Fresho,Potato - Organically Grown (Loose),1 kg,40.79,31,https://www.bigbasket.com/pd/40023476/fresho-potato-organically-grown-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,10000068,https://www.bigbasket.com/media/uploads/p/s/10000068_22-fresho-capsicum-green.jpg,Fresho,Capsicum - Green (Loose),250 g,17.67,13.43,https://www.bigbasket.com/pd/10000068/fresho-capsicum-green-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,10000103,https://www.bigbasket.com/media/uploads/p/s/10000103_16-fresho-cucumber.jpg,Fresho,Cucumber (Loose),500 g,17.11,13,https://www.bigbasket.com/pd/10000103/fresho-cucumber-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,10000599,https://www.bigbasket.com/media/uploads/p/s/10000599_12-fresho-cucumber-english.jpg,Fresho,Cucumber - English (Loose),500 g,31.58,24,https://www.bigbasket.com/pd/10000599/fresho-cucumber-english-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,1202153,https://www.bigbasket.com/media/uploads/p/s/1202153_1-fresho-cucumber-carrot-beetroot-500g-each-salad.jpg,Fresho,"Cucumber, Carrot & Beetroot 500g Each Salad",Combo,92.1,70,https://www.bigbasket.com/pd/1202153/fresho-cucumber-carrot-beetroot-500g-each-salad-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,1209663,https://www.bigbasket.com/media/uploads/p/s/1209663_3-fresho-ladies-finger-beans-french-ring-carrot-local-capsicum-green-500-g-each.jpg,Fresho,Ladies’ Fingers + Beans French Ring + Carrot Local + Capsicum (500 g each),Combo,182.68,138.84,https://www.bigbasket.com/pd/1209663/fresho-ladies-finger-beans-french-ring-carrot-local-capsicum-green-500-g-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,10000091,https://www.bigbasket.com/media/uploads/p/s/10000091_18-fresho-coccinia.jpg,Fresho,Coccinia (Loose),500 g,26.32,20,https://www.bigbasket.com/pd/10000091/fresho-coccinia-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,1209674,https://www.bigbasket.com/media/uploads/p/s/1209674_1-fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc.jpg,Fresho,Palak 250g+Ladies’ Fingers 500g+Cucumber 1kg+Capsicum500g+Bottle Gourd 1pc,Combo,162.95,123.84,https://www.bigbasket.com/pd/1209674/fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,1209673,https://www.bigbasket.com/media/uploads/p/s/1209673_1-fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each.jpg,Fresho,Palak+Ladies’ Fingers+Capsicum(500g Each) +Cucumber+Bottle Gourd(1kg Each),Combo,218.2,165.84,https://www.bigbasket.com/pd/1209673/fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,1209675,https://www.bigbasket.com/media/uploads/p/s/1209675_1-fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak + Ladies’ Fingers + Cucumber + Capsicum (500g Each) + Bottle Gourd 1kg,Combo,201.1,152.84,https://www.bigbasket.com/pd/1209675/fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cucumber & Capsicum,1209677,https://www.bigbasket.com/media/uploads/p/s/1209677_1-fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak 250g +Ladies’ Fingers + Cucumber + Capsicum (500g Each) +Bottle Gourd 1kg,Combo,156.37,118.84,https://www.bigbasket.com/pd/1209677/fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,10000098,https://www.bigbasket.com/media/uploads/p/s/10000098_9-fresho-coriander-leaves.jpg,Fresho,Coriander Leaves,250 g,62.5,47.5,https://www.bigbasket.com/pd/10000098/fresho-coriander-leaves-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,20000979,https://www.bigbasket.com/media/uploads/p/s/20000979_12-fresho-palak-cleaned-without-roots.jpg,Fresho,"Palak - Cleaned, without roots",250 g,44.74,34,https://www.bigbasket.com/pd/20000979/fresho-palak-cleaned-without-roots-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,20000974,https://www.bigbasket.com/media/uploads/p/s/20000974_12-fresho-methiventhaya-keerai-cleaned-without-roots.jpg,Fresho,"Methi/Venthaya Keerai - Cleaned, without roots",100 g,28.95,22,https://www.bigbasket.com/pd/20000974/fresho-methiventhaya-keerai-cleaned-without-roots-100-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,10000104,https://www.bigbasket.com/media/uploads/p/s/10000104_17-fresho-curry-leaves.jpg,Fresho,Curry Leaves,100 g,22.37,17,https://www.bigbasket.com/pd/10000104/fresho-curry-leaves-100-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,1209674,https://www.bigbasket.com/media/uploads/p/s/1209674_1-fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc.jpg,Fresho,Palak 250g+Ladies’ Fingers 500g+Cucumber 1kg+Capsicum500g+Bottle Gourd 1pc,Combo,162.95,123.84,https://www.bigbasket.com/pd/1209674/fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,1209673,https://www.bigbasket.com/media/uploads/p/s/1209673_1-fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each.jpg,Fresho,Palak+Ladies’ Fingers+Capsicum(500g Each) +Cucumber+Bottle Gourd(1kg Each),Combo,218.2,165.84,https://www.bigbasket.com/pd/1209673/fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,1209675,https://www.bigbasket.com/media/uploads/p/s/1209675_1-fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak + Ladies’ Fingers + Cucumber + Capsicum (500g Each) + Bottle Gourd 1kg,Combo,201.1,152.84,https://www.bigbasket.com/pd/1209675/fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,1209677,https://www.bigbasket.com/media/uploads/p/s/1209677_1-fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak 250g +Ladies’ Fingers + Cucumber + Capsicum (500g Each) +Bottle Gourd 1kg,Combo,156.37,118.84,https://www.bigbasket.com/pd/1209677/fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,1209661,https://www.bigbasket.com/media/uploads/p/s/1209661_3-fresho-methi-250-g-coriander-leaves-100-g-palak-250-g-curry-leaves-100-g.jpg,Fresho,Methi 250 g + Coriander Leaves 100 g + Palak 250 g + Curry Leaves 100 g,Combo,164.48,125,https://www.bigbasket.com/pd/1209661/fresho-methi-250-g-coriander-leaves-100-g-palak-250-g-curry-leaves-100-g-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Leafy Vegetables,10000137,https://www.bigbasket.com/media/uploads/p/s/10000137_19-fresho-mint-leaves-cleaned-without-roots.jpg,Fresho,"Mint Leaves - Cleaned, without roots",100 g,10.53,8,https://www.bigbasket.com/pd/10000137/fresho-mint-leaves-cleaned-without-roots-100-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000071,https://www.bigbasket.com/media/uploads/p/s/10000071_14-fresho-carrot-orange.jpg,Fresho,Carrot - Orange (Loose),250 g,16.45,12.5,https://www.bigbasket.com/pd/10000071/fresho-carrot-orange-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000047,https://www.bigbasket.com/media/uploads/p/s/10000047_21-fresho-beetroot.jpg,Fresho,Beetroot (Loose),250 g,13.82,10.5,https://www.bigbasket.com/pd/10000047/fresho-beetroot-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000166,https://www.bigbasket.com/media/uploads/p/s/10000166_16-fresho-radish-white.jpg,Fresho,Radish - White (Loose),500 g,22.37,17,https://www.bigbasket.com/pd/10000166/fresho-radish-white-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,1202153,https://www.bigbasket.com/media/uploads/p/s/1202153_1-fresho-cucumber-carrot-beetroot-500g-each-salad.jpg,Fresho,"Cucumber, Carrot & Beetroot 500g Each Salad",Combo,92.1,70,https://www.bigbasket.com/pd/1202153/fresho-cucumber-carrot-beetroot-500g-each-salad-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,1209663,https://www.bigbasket.com/media/uploads/p/s/1209663_3-fresho-ladies-finger-beans-french-ring-carrot-local-capsicum-green-500-g-each.jpg,Fresho,Ladies’ Fingers + Beans French Ring + Carrot Local + Capsicum (500 g each),Combo,182.68,138.84,https://www.bigbasket.com/pd/1209663/fresho-ladies-finger-beans-french-ring-carrot-local-capsicum-green-500-g-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000094,https://www.bigbasket.com/media/uploads/p/s/10000094_15-fresho-colocasia.jpg,Fresho,Colocasia (Loose),1 kg,121.05,92,https://www.bigbasket.com/pd/10000094/fresho-colocasia-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000271,https://www.bigbasket.com/media/uploads/p/s/10000271_13-fresho-carrot-ooty.jpg,Fresho,Carrot - Ooty (Loose),500 g,68.42,52,https://www.bigbasket.com/pd/10000271/fresho-carrot-ooty-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000270,https://www.bigbasket.com/media/uploads/p/s/10000270_13-fresho-carrot-ooty.jpg,Fresho,Carrot - Ooty (Loose),250 g,34.21,26,https://www.bigbasket.com/pd/10000270/fresho-carrot-ooty-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,40201308,https://www.bigbasket.com/media/uploads/p/s/40201308_2-fresho-yam.jpg,Fresho,Yam (Loose),1 pc,159.21,121,https://www.bigbasket.com/pd/40201308/fresho-yam-1-pc/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Root Vegetables,10000272,https://www.bigbasket.com/media/uploads/p/s/10000272_12-fresho-carrot-ooty.jpg,Fresho,Carrot - Ooty (Loose),1 kg,136.84,104,https://www.bigbasket.com/pd/10000272/fresho-carrot-ooty-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",10000142,https://www.bigbasket.com/media/uploads/p/s/10000142_16-fresho-ladies-finger.jpg,Fresho,Ladies' Fingers (Loose),1 kg,44.74,34,https://www.bigbasket.com/pd/10000142/fresho-ladies-finger-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",40089743,https://www.bigbasket.com/media/uploads/p/s/40089743_2-fresho-beans-haricot.jpg,Fresho,Beans - Haricot (Loose),250 g,47.37,36,https://www.bigbasket.com/pd/40089743/fresho-beans-haricot-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",1209663,https://www.bigbasket.com/media/uploads/p/s/1209663_3-fresho-ladies-finger-beans-french-ring-carrot-local-capsicum-green-500-g-each.jpg,Fresho,Ladies’ Fingers + Beans French Ring + Carrot Local + Capsicum (500 g each),Combo,182.68,138.84,https://www.bigbasket.com/pd/1209663/fresho-ladies-finger-beans-french-ring-carrot-local-capsicum-green-500-g-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",1209674,https://www.bigbasket.com/media/uploads/p/s/1209674_1-fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc.jpg,Fresho,Palak 250g+Ladies’ Fingers 500g+Cucumber 1kg+Capsicum500g+Bottle Gourd 1pc,Combo,162.95,123.84,https://www.bigbasket.com/pd/1209674/fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",10000053,https://www.bigbasket.com/media/uploads/p/s/10000053_18-fresho-brinjal-bottle-shape.jpg,Fresho,Brinjal - Bottle Shape (Loose),1 kg,65.79,50,https://www.bigbasket.com/pd/10000053/fresho-brinjal-bottle-shape-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",1209673,https://www.bigbasket.com/media/uploads/p/s/1209673_1-fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each.jpg,Fresho,Palak+Ladies’ Fingers+Capsicum(500g Each) +Cucumber+Bottle Gourd(1kg Each),Combo,218.2,165.84,https://www.bigbasket.com/pd/1209673/fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",1209675,https://www.bigbasket.com/media/uploads/p/s/1209675_1-fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak + Ladies’ Fingers + Cucumber + Capsicum (500g Each) + Bottle Gourd 1kg,Combo,201.1,152.84,https://www.bigbasket.com/pd/1209675/fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",1209677,https://www.bigbasket.com/media/uploads/p/s/1209677_1-fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak 250g +Ladies’ Fingers + Cucumber + Capsicum (500g Each) +Bottle Gourd 1kg,Combo,156.37,118.84,https://www.bigbasket.com/pd/1209677/fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",1209679,https://www.bigbasket.com/media/uploads/p/s/1209679_1-fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc.jpg,Fresho,Brinjal Bottle Shape 500 g + Cauliflower 1 pc + Cabbage 1 pc,Combo,93.41,71,https://www.bigbasket.com/pd/1209679/fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Beans, Brinjals & Okra",40023469,https://www.bigbasket.com/media/uploads/p/s/40023469_7-fresho-beans-organically-grown.jpg,Fresho,Beans - Organically Grown (Loose),500 g,105.26,80,https://www.bigbasket.com/pd/40023469/fresho-beans-organically-grown-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,10000074,https://www.bigbasket.com/media/uploads/p/s/10000074_19-fresho-cauliflower.jpg,Fresho,Cauliflower,1 pc,36.84,28,https://www.bigbasket.com/pd/10000074/fresho-cauliflower-1-pc/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,10000066,https://www.bigbasket.com/media/uploads/p/s/10000066_25-fresho-cabbage.jpg,Fresho,Cabbage,1 pc,23.68,18,https://www.bigbasket.com/pd/10000066/fresho-cabbage-1-pc/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,1209679,https://www.bigbasket.com/media/uploads/p/s/1209679_1-fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc.jpg,Fresho,Brinjal Bottle Shape 500 g + Cauliflower 1 pc + Cabbage 1 pc,Combo,93.41,71,https://www.bigbasket.com/pd/1209679/fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,1209664,https://www.bigbasket.com/media/uploads/p/s/1209664_3-fresho-cabbage-1-pc-cauliflower-1-ridge-gourd-500-g-bottle-gourd-1-kg.jpg,Fresho,Cabbage 1 pc + Cauliflower 1 + Ridge Gourd 500 g + Bottle Gourd 1 kg,Combo,127.62,97,https://www.bigbasket.com/pd/1209664/fresho-cabbage-1-pc-cauliflower-1-ridge-gourd-500-g-bottle-gourd-1-kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,10000277,https://www.bigbasket.com/media/uploads/p/s/10000277_15-fresho-knol-khol.jpg,Fresho,Knol Khol (Loose),250 g,16.45,12.5,https://www.bigbasket.com/pd/10000277/fresho-knol-khol-250-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,50000482,https://www.bigbasket.com/media/uploads/p/s/50000482_7-fresho-cauliflower-organically-grown.jpg,Fresho,Cauliflower - Organically Grown,1 pc (approx. 500g - 1Kg),63.16,48,https://www.bigbasket.com/pd/50000482/fresho-cauliflower-organically-grown-1-pc-approx-300-13-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,40023473,https://www.bigbasket.com/media/uploads/p/s/40023473_5-fresho-cabbage-organically-grown.jpg,Fresho,Cabbage - Organically Grown (Loose),1 pc (approx. 300-1.3 Kg),28.95,22,https://www.bigbasket.com/pd/40023473/fresho-cabbage-organically-grown-1-pc-approx-300-13-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,10000170,https://www.bigbasket.com/media/uploads/p/s/10000170_13-fresho-cabbage-red.jpg,Fresho,Cabbage - Red (Loose),1 kg,65.79,50,https://www.bigbasket.com/pd/10000170/fresho-cabbage-red-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,40005790,https://www.bigbasket.com/media/uploads/p/s/40005790_8-fresho-cut-cauliflower-washed.jpg,Fresho,"Cut Cauliflower, Washed",300 g,69.74,53,https://www.bigbasket.com/pd/40005790/fresho-cut-cauliflower-washed-300-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Cabbage & Cauliflower,40215110,https://www.bigbasket.com/media/uploads/p/s/40215110_1-fresho-red-cabbage-medium.jpg,Fresho,Red Cabbage - Medium,1 Pc (Approx.601 g-950 g),47.37,36,https://www.bigbasket.com/pd/40215110/fresho-red-cabbage-medium-1-pc-approx601-g-950-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",20000745,https://www.bigbasket.com/media/uploads/p/s/20000745_5-fresho-bottle-gourd.jpg,Fresho,Bottle Gourd (Loose),1 pc,26.32,20,https://www.bigbasket.com/pd/20000745/fresho-bottle-gourd-1-pc/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",10000175,https://www.bigbasket.com/media/uploads/p/s/10000175_15-fresho-ridge-gourd.jpg,Fresho,Ridge Gourd,1 kg,60.53,46,https://www.bigbasket.com/pd/10000175/fresho-ridge-gourd-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",1209674,https://www.bigbasket.com/media/uploads/p/s/1209674_1-fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc.jpg,Fresho,Palak 250g+Ladies’ Fingers 500g+Cucumber 1kg+Capsicum500g+Bottle Gourd 1pc,Combo,162.95,123.84,https://www.bigbasket.com/pd/1209674/fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",10000108,https://www.bigbasket.com/media/uploads/p/s/10000108_21-fresho-drumstickmoringa.jpg,Fresho,Drumstick/Moringa,100 g,10.53,8,https://www.bigbasket.com/pd/10000108/fresho-drumstickmoringa-100-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",1209673,https://www.bigbasket.com/media/uploads/p/s/1209673_1-fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each.jpg,Fresho,Palak+Ladies’ Fingers+Capsicum(500g Each) +Cucumber+Bottle Gourd(1kg Each),Combo,218.2,165.84,https://www.bigbasket.com/pd/1209673/fresho-palakladies-fingercapsicum-green500g-eachcucumberbottle-gourd1kg-each-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",1209675,https://www.bigbasket.com/media/uploads/p/s/1209675_1-fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak + Ladies’ Fingers + Cucumber + Capsicum (500g Each) + Bottle Gourd 1kg,Combo,201.1,152.84,https://www.bigbasket.com/pd/1209675/fresho-palak-ladies-finger-cucumber-capsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",1209677,https://www.bigbasket.com/media/uploads/p/s/1209677_1-fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg.jpg,Fresho,Palak 250g +Ladies’ Fingers + Cucumber + Capsicum (500g Each) +Bottle Gourd 1kg,Combo,156.37,118.84,https://www.bigbasket.com/pd/1209677/fresho-palak-250g-ladies-fingercucumbercapsicum-green-500g-each-bottle-gourd-1kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",10000087,https://www.bigbasket.com/media/uploads/p/s/10000087_17-fresho-chow-chow.jpg,Fresho,Chow Chow (Loose),500 g,25,19,https://www.bigbasket.com/pd/10000087/fresho-chow-chow-500-g/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",1209664,https://www.bigbasket.com/media/uploads/p/s/1209664_3-fresho-cabbage-1-pc-cauliflower-1-ridge-gourd-500-g-bottle-gourd-1-kg.jpg,Fresho,Cabbage 1 pc + Cauliflower 1 + Ridge Gourd 500 g + Bottle Gourd 1 kg,Combo,127.62,97,https://www.bigbasket.com/pd/1209664/fresho-cabbage-1-pc-cauliflower-1-ridge-gourd-500-g-bottle-gourd-1-kg-combo/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,"Gourd, Pumpkin, Drumstick",10000048,https://www.bigbasket.com/media/uploads/p/s/10000048_21-fresho-bitter-gourd.jpg,Fresho,Bitter Gourd (Loose),1 kg,63.16,48,https://www.bigbasket.com/pd/10000048/fresho-bitter-gourd-1-kg/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Specialty,10000063,https://www.bigbasket.com/media/uploads/p/s/10000063_20-fresho-broccoli.jpg,Fresho,Broccoli,1 pc,35.53,27,https://www.bigbasket.com/pd/10000063/fresho-broccoli-1-pc/,Yes,No
Banglore,Fruits & Vegetables,Fresh Vegetables,Specialty,10000273,https://www.bigbasket.com/media/uploads/p/s/10000273_16-fresho-mushrooms-button.jpg,Fresho,Mushrooms - Button,1 pack,75,57,https://www.bigbasket.com/pd/10000273/fresho-mushrooms-button-1-pack/,Yes,No
